# youtube-digest 记忆卡组（草稿）
# 导入 Anki：文件 → 导入 → 字段分隔符 Tab → 允许 HTML 关闭 → 第三列映射为 Tags
# ⚠️ 这是机械生成的草稿，交付前必须人工过一遍：
#    删掉查表即可答的、合并语义重复的、把陈述句改成问句。
# 共 32 张（按优先级截断；另有 19 张候选未收录，--cap 0 可查看全部）
为什么理解这期视频必须先画四层产业链，而不是直接列投资关系？	因为投资动机取决于产业链位置。同级之间多是竞争，不同级之间才会出现云服务、芯片采购、算力合同、股权投资的绑定。只列“谁投谁”会把微软早押、亚马逊双押、谷歌对冲、英伟达锁订单混成一团。	BV1V4Te6MEAu::综合::推
微软、亚马逊、谷歌、英伟达四类下注逻辑分别是什么？为什么不能混为一种“看好 AI”？	微软是早押 OpenAI，亚马逊是双押 OpenAI/Anthropic，谷歌是自研 Gemini 同时对冲绑定 Anthropic，英伟达是用投资锁定 GPU 需求。它们都看好 AI，但短板和收益位置不同。	BV1V4Te6MEAu::综合::推
Stargate 案例说明了 AI 基建投资的哪类难题？	它说明超大基建计划不只需要钱，还需要治理结构：谁出钱、谁建设、谁拥有设计权、谁获得长期使用权、谁保证回报。没有清晰老大，5000 亿美元级愿景也会变成多方扯皮。	BV1V4Te6MEAu::综合::推
为什么“OpenAI 融资 1100 亿美元”不能简单理解为安全垫？	因为视频同时说 OpenAI 签出超过 1 万亿美元订单。融资可能绑定未来算力、芯片、云服务采购，拿到钱的同时也承担承诺。它更像资本抵押，而不是纯现金垫。	BV1V4Te6MEAu::综合::推
本文哪些判断应标为【推】而不能标为【实】？为什么这个区分重要？	“英伟达投资是为了锁订单”“亚马逊双押是风险分散”“绑定提高系统性风险”都是【推】，因为它们是基于视频事实的动机解释，不是公开合同原文。区分重要是因为转述时不能把动机推断当成已证实事实。	BV1V4Te6MEAu::综合::推
“火烧赤壁”的火可能来自哪里？请列出至少三种可观测触发。	可能来自算力需求不达预期、电力跟不上、某个核心公司爆雷、超大订单取消、数据中心项目融资失败等。它们共同点是会打击“AI 算力长期爆发”这个共同假设。	BV1V4Te6MEAu::综合::推
一句话讲清差别？	普通投资看股权回报，资本抵押看“钱最后会不会回到投资方的产品订单里”。	BV1V4Te6MEAu::辨析::推
为什么不能这样说：把“承诺最多投资”说成“已经到账”。	正确说法：很多是条件触发、分阶段、与采购绑定。	BV1V4Te6MEAu::纠错::推
为什么不能这样说：把 OpenAI 融资 1100 亿当成纯安全垫。	正确说法：视频同时强调其签出超万亿美元订单。	BV1V4Te6MEAu::纠错::推
为什么不能这样说：把英伟达投资理解成单纯做 VC。	正确说法：更重要的是锁定 GPU 需求和生态。	BV1V4Te6MEAu::纠错::推
英伟达 AI 加速器份额——数值是多少？	80%-90%　【推】（对外引用加「视频称」）	BV1V4Te6MEAu::数字::推
「80%-90%」在本篇指的是什么？	英伟达 AI 加速器份额　【推】	BV1V4Te6MEAu::数字反向::推
谷歌 TPU 2026 预计产量——数值是多少？	300万颗　【测】（对外引用加「视频称」）	BV1V4Te6MEAu::数字::测
「300万颗」在本篇指的是什么？	谷歌 TPU 2026 预计产量　【测】	BV1V4Te6MEAu::数字反向::测
微软累计投 OpenAI——数值是多少？	130亿美元　【推】（对外引用加「视频称」）	BV1V4Te6MEAu::数字::推
「130亿美元」在本篇指的是什么？	微软累计投 OpenAI　【推】	BV1V4Te6MEAu::数字反向::推
微软 OpenAI 股权比例——数值是多少？	27%　【推】（对外引用加「视频称」）	BV1V4Te6MEAu::数字::推
「27%」在本篇指的是什么？	微软 OpenAI 股权比例　【推】	BV1V4Te6MEAu::数字反向::推
软银投 OpenAI 金额——数值是多少？	600亿美元+　【推】（对外引用加「视频称」）	BV1V4Te6MEAu::数字::推
「600亿美元+」在本篇指的是什么？	软银投 OpenAI 金额　【推】	BV1V4Te6MEAu::数字反向::推
英伟达-OpenAI 意向书金额——数值是多少？	300亿美元　【推】（对外引用加「视频称」）	BV1V4Te6MEAu::数字::推
「300亿美元」在本篇指的是什么？	英伟达-OpenAI 意向书金额　【推】	BV1V4Te6MEAu::数字反向::推
Stargate 计划总规模——数值是多少？	5000亿美元　【推】（对外引用加「视频称」）	BV1V4Te6MEAu::数字::推
「5000亿美元」在本篇指的是什么？	Stargate 计划总规模　【推】	BV1V4Te6MEAu::数字反向::推
OpenAI 融资规模——数值是多少？	1100亿美元　【推】（对外引用加「视频称」）	BV1V4Te6MEAu::数字::推
「1100亿美元」在本篇指的是什么？	OpenAI 融资规模　【推】	BV1V4Te6MEAu::数字反向::推
OpenAI 已承诺订单——数值是多少？	1万亿美元+　【推】（对外引用加「视频称」）	BV1V4Te6MEAu::数字::推
「1万亿美元+」在本篇指的是什么？	OpenAI 已承诺订单　【推】	BV1V4Te6MEAu::数字反向::推
OpenAI 可获 AMD warrant——数值是多少？	1.6亿股　【推】（对外引用加「视频称」）	BV1V4Te6MEAu::数字::推
「1.6亿股」在本篇指的是什么？	OpenAI 可获 AMD warrant　【推】	BV1V4Te6MEAu::数字反向::推
AMD warrant 行权价——数值是多少？	0.01美元/股　【推】（对外引用加「视频称」）	BV1V4Te6MEAu::数字::推
「0.01美元/股」在本篇指的是什么？	AMD warrant 行权价　【推】	BV1V4Te6MEAu::数字反向::推
